# cpu=11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
# kernel=Linux 6.6.87.2-microsoft-standard-WSL2
# compiler=gcc 11.4.0
# date=2026-08-25T08:31:08Z
# git_sha=8a43db6
# tsc_usable=1 tsc_flags_known=1 ns_per_tick=0.357064
# timer_overhead_ns=8.57
# profile=hardened metadata_bytes=24
# counters=on
# lock=arena
workload,allocator,rep,ops,ns_total,ops_per_sec,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,timer_overhead_ns,peak_payload_bytes,peak_block_bytes,peak_blocks,util_pct,meta_bytes_per_alloc,quarantined,arena_bytes,seed
random_size,system,11,400000,23283809,17179319.8,28.6,12.5,105.0,477.0,76400.0,8.57,0,0,0,0.00,0.0,0,67108864,20260820
churn,mars,1,400000,72480492,5518726.3,126.8,112.1,274.2,465.6,101885.1,8.57,2971310,2990528,512,99.36,37.5,0,67108864,20260810
churn,mars,2,400000,72531414,5514851.8,128.9,112.1,302.8,565.6,154567.5,8.57,2762968,2782048,512,99.31,37.3,0,67108864,20260811
churn,mars,3,400000,72056890,5551169.4,126.0,112.8,268.5,474.2,254511.6,8.57,3163540,3183344,512,99.38,38.7,0,67108864,20260812
churn,mars,4,400000,70300012,5689899.5,122.1,110.0,275.7,605.6,82631.8,8.57,2942342,2961936,512,99.34,38.3,0,67108864,20260813
churn,mars,5,400000,75449246,5301577.2,134.3,114.3,301.4,528.5,708779.9,8.57,3175881,3194944,512,99.40,37.2,0,67108864,20260814
churn,mars,6,400000,98206099,4073066.8,180.0,150.0,388.5,974.1,381547.6,8.57,2623713,2642512,512,99.29,36.7,0,67108864,20260815
churn,mars,7,400000,79655329,5021635.2,140.7,118.5,332.8,559.9,188676.0,8.57,2895396,2913952,512,99.36,36.2,0,67108864,20260816
churn,mars,8,400000,74303238,5383345.5,131.4,110.7,324.2,682.7,206620.3,8.57,3264443,3283360,512,99.42,36.9,0,67108864,20260817
churn,mars,9,400000,77448844,5164699.4,137.5,115.7,335.6,568.4,81516.7,8.57,2813831,2832560,512,99.34,36.6,0,67108864,20260818
churn,mars,10,400000,107745224,3712461.5,169.6,137.8,399.9,751.3,758343.0,8.57,2724132,2743232,512,99.30,37.3,0,67108864,20260819
