# cpu=11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
# kernel=Linux 6.6.87.2-microsoft-standard-WSL2
# compiler=gcc 11.4.0
# date=2026-08-25T08:31:29Z
# git_sha=8a43db6
# tsc_usable=1 tsc_flags_known=1 ns_per_tick=0.356900
# timer_overhead_ns=9.28
# profile=hardened metadata_bytes=24
# counters=off
# lock=arena
workload,allocator,rep,ops,ns_total,ops_per_sec,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,timer_overhead_ns,peak_payload_bytes,peak_block_bytes,peak_blocks,util_pct,meta_bytes_per_alloc,quarantined,arena_bytes,seed
seq_fifo,system,1,400000,11662724,34297304.8,7.1,5.0,32.8,88.5,58914.6,9.28,0,0,0,0.00,0.0,0,67108864,20260810
seq_fifo,system,2,400000,11574861,34557650.4,6.4,5.0,33.5,55.3,15394.9,9.28,0,0,0,0.00,0.0,0,67108864,20260811
seq_fifo,system,3,400000,11976894,33397640.5,7.5,5.0,37.5,123.5,60393.2,9.28,0,0,0,0.00,0.0,0,67108864,20260812
seq_fifo,system,4,400000,11916641,33566505.9,6.8,5.0,32.8,43.5,17176.9,9.28,0,0,0,0.00,0.0,0,67108864,20260813
seq_fifo,system,5,400000,12900099,31007514.0,8.6,5.7,45.0,73.2,76192.9,9.28,0,0,0,0.00,0.0,0,67108864,20260814
seq_fifo,system,6,400000,11983759,33378508.4,7.5,5.0,35.0,94.2,38562.4,9.28,0,0,0,0.00,0.0,0,67108864,20260815
seq_fifo,system,7,400000,11629649,34394847.2,6.4,4.6,35.0,48.5,16882.8,9.28,0,0,0,0.00,0.0,0,67108864,20260816
seq_fifo,system,8,400000,11879937,33670212.2,7.1,5.0,34.3,67.5,46756.4,9.28,0,0,0,0.00,0.0,0,67108864,20260817
seq_fifo,system,9,400000,11987261,33368757.0,7.5,5.4,35.0,106.4,33342.3,9.28,0,0,0,0.00,0.0,0,67108864,20260818
seq_fifo,system,10,400000,12724041,31436553.8,7.9,5.4,35.7,55.0,43648.2,9.28,0,0,0,0.00,0.0,0,67108864,20260819
seq_fifo,system,11,400000,11620670,34421423.2,6.8,4.6,33.9,53.5,56354.2,9.28,0,0,0,0.00,0.0,0,67108864,20260820
random_size,mars,1,400000,84978286,4707084.8,161.3,124.2,447.6,795.9,46998.4,9.28,0,0,0,0.00,0.0,0,67108864,20260810
random_size,mars,2,400000,161409546,2478168.2,337.6,223.4,733.1,1749.5,10507244.4,9.28,0,0,0,0.00,0.0,0,67108864,20260811
random_size,mars,3,400000,87166744,4588906.1,166.0,125.6,470.4,961.5,959531.8,9.28,0,0,0,0.00,0.0,0,67108864,20260812
random_size,mars,4,400000,79742719,5016131.9,147.4,123.5,314.8,661.7,198707.1,9.28,0,0,0,0.00,0.0,0,67108864,20260813
random_size,mars,5,400000,77552869,5157771.8,144.5,118.5,353.3,773.0,159553.4,9.28,0,0,0,0.00,0.0,0,67108864,20260814
random_size,mars,6,400000,86955291,4600065.1,162.7,130.6,413.3,870.1,152712.6,9.28,0,0,0,0.00,0.0,0,67108864,20260815
random_size,mars,7,400000,80287428,4982100.1,149.5,121.3,334.8,853.0,237621.7,9.28,0,0,0,0.00,0.0,0,67108864,20260816
random_size,mars,8,400000,86587630,4619597.5,164.2,126.3,456.1,1309.8,133803.7,9.28,0,0,0,0.00,0.0,0,67108864,20260817
random_size,mars,9,400000,81656892,4898545.5,153.8,120.6,407.6,881.5,253446.7,9.28,0,0,0,0.00,0.0,0,67108864,20260818
random_size,mars,10,400000,82245357,4863496.4,155.6,119.2,427.6,887.3,130688.0,9.28,0,0,0,0.00,0.0,0,67108864,20260819
random_size,mars,11,400000,105914355,3776636.3,206.6,163.5,587.5,3942.3,234230.5,9.28,0,0,0,0.00,0.0,0,67108864,20260820
random_size,system,1,400000,25823972,15489484.0,33.5,10.4,127.1,1715.3,244673.4,9.28,0,0,0,0.00,0.0,0,67108864,20260810
random_size,system,2,400000,23646703,16915677.4,30.3,10.4,118.5,1361.2,137097.2,9.28,0,0,0,0.00,0.0,0,67108864,20260811
