# cpu=11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
# kernel=Linux 6.6.87.2-microsoft-standard-WSL2
# compiler=gcc 11.4.0
# date=2026-08-25T07:41:25Z
# git_sha=5ae7712
# tsc_usable=1 tsc_flags_known=1 ns_per_tick=0.356550
# timer_overhead_ns=8.20
# profile=hardened metadata_bytes=24
# counters=on
# ops_per_thread=200000 arena=growable
workload,allocator,lock,threads,rep,ops,ns_total,ops_per_sec,ops_per_sec_per_thread,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,timer_overhead_ns,alloc_failures,peak_payload_bytes,peak_block_bytes,peak_blocks,seed
producer_consumer,mars,global,4,11,800000,717244992,1115379.0,278844.7,3432.1,425.4,48551.0,143844.0,8538885.0,8.20,0,10252543,10539616,7949,20271809
producer_consumer,mars,global,8,1,1600000,1908737609,838250.4,104781.3,8679.1,508.1,115365.6,525745.9,45236142.5,8.20,0,25892939,26973088,31981,20261809
producer_consumer,mars,global,8,2,1600000,1994496815,802207.3,100275.9,9511.3,627.9,138002.3,479012.2,23665717.5,8.20,0,22366979,23307344,26864,20262809
producer_consumer,mars,global,8,3,1600000,1894455086,844570.0,105571.3,8994.3,687.8,119746.9,405990.8,14403507.3,8.20,0,17950050,18386768,12624,20263809
producer_consumer,mars,global,8,4,1600000,1645648268,972261.2,121532.7,7927.2,893.2,100031.1,265789.7,4549690.1,8.20,0,8485088,8660160,4925,20264809
producer_consumer,mars,global,8,5,1600000,1641082781,974966.1,121870.8,7792.4,847.5,102952.0,299379.6,2280091.5,8.20,0,6077098,6288544,6124,20265809
producer_consumer,mars,global,8,6,1600000,1679839819,952471.8,119059.0,7986.4,807.6,102221.8,293537.8,30715167.0,8.20,0,11400426,11881584,14111,20266809
producer_consumer,mars,global,8,7,1600000,1738121065,920534.3,115066.8,8423.1,864.6,113175.0,309602.5,3120943.7,8.20,0,11715627,12004336,8328,20267809
producer_consumer,mars,global,8,8,1600000,1717600835,931531.9,116441.5,8222.0,887.5,104412.4,273091.8,3013521.3,8.20,0,5959569,6034896,2079,20268809
producer_consumer,mars,global,8,9,1600000,1649190567,970172.9,121271.6,7849.1,870.3,103682.2,284775.3,3985326.0,8.20,0,6679530,6768416,2532,20269809
producer_consumer,mars,global,8,10,1600000,1679457486,952688.6,119086.1,8101.2,887.5,105142.6,277473.1,2816301.4,8.20,0,7533897,7682992,4270,20270809
producer_consumer,mars,global,8,11,1600000,1603676292,997707.6,124713.4,7654.8,836.1,99300.9,293537.8,4913080.0,8.20,0,6905081,7035184,3627,20271809
producer_consumer,system,global,1,1,200000,11563127,17296359.4,17296359.4,27.8,12.1,241.4,1634.8,50770.6,8.20,0,0,0,0,20261809
producer_consumer,system,global,1,2,200000,11508079,17379095.2,17379095.2,27.5,12.1,234.3,1566.3,38747.0,8.20,0,0,0,0,20262809
producer_consumer,system,global,1,3,200000,12787705,15640023.0,15640023.0,29.2,13.5,244.2,1828.7,38817.9,8.20,0,0,0,0,20263809
producer_consumer,system,global,1,4,200000,13126973,15235804.9,15235804.9,30.3,12.8,257.1,1657.6,50006.1,8.20,0,0,0,0,20264809
producer_consumer,system,global,1,5,200000,14276756,14008784.6,14008784.6,35.3,15.7,297.0,2193.9,53025.4,8.20,0,0,0,0,20265809
producer_consumer,system,global,1,6,200000,12153788,16455774.9,16455774.9,27.1,12.8,238.5,1486.5,45301.8,8.20,0,0,0,0,20266809
producer_consumer,system,global,1,7,200000,11762109,17003753.3,17003753.3,25.7,12.8,227.1,1543.5,58966.6,8.20,0,0,0,0,20267809
producer_consumer,system,global,1,8,200000,12286489,16278043.3,16278043.3,27.8,12.8,241.4,1623.4,93105.9,8.20,0,0,0,0,20268809
producer_consumer,system,global,1,9,200000,12418649,16104811.4,16104811.4,28.2,12.8,255.6,1566.3,50271.4,8.20,0,0,0,0,20269809
producer_consumer,system,global,1,10,200000,13112334,15252814.6,15252814.6,31.7,12.5,265.6,1760.3,147642.6,8.20,0,0,0,0,20270809
producer_consumer,system,global,1,11,200000,11765598,16998711.0,16998711.0,26.0,12.1,228.5,1543.5,43468.1,8.20,0,0,0,0,20271809
producer_consumer,system,global,2,1,400000,84392723,4739745.2,2369872.6,306.6,82.0,4646.9,26097.0,288478.4,8.20,0,0,0,0,20261809
producer_consumer,system,global,2,2,400000,70370352,5684212.0,2842106.0,261.4,71.3,3711.3,22993.5,141515.3,8.20,0,0,0,0,20262809
producer_consumer,system,global,2,3,400000,77177339,5182868.5,2591434.3,277.4,79.9,3939.5,23541.2,242088.4,8.20,0,0,0,0,20263809
producer_consumer,system,global,2,4,400000,76256024,5245487.2,2622743.6,277.0,73.1,4259.0,23267.4,136338.2,8.20,0,0,0,0,20264809
producer_consumer,system,global,2,5,400000,71922284,5561558.6,2780779.3,268.8,68.5,4144.9,22263.3,227030.2,8.20,0,0,0,0,20265809
producer_consumer,system,global,2,6,400000,85545674,4675864.7,2337932.4,325.2,75.9,5833.5,25184.2,490362.6,8.20,0,0,0,0,20266809
producer_consumer,system,global,2,7,400000,74230447,5388624.4,2694312.2,269.6,76.7,3871.1,23176.1,187148.0,8.20,0,0,0,0,20267809
producer_consumer,system,global,2,8,400000,72703881,5501769.6,2750884.8,274.2,69.9,4213.3,23176.1,191569.2,8.20,0,0,0,0,20268809
producer_consumer,system,global,2,9,400000,71529985,5592060.4,2796030.2,259.2,71.3,3665.7,22263.3,138467.5,8.20,0,0,0,0,20269809
producer_consumer,system,global,2,10,400000,68371337,5850404.8,2925202.4,252.1,67.0,3916.7,20711.6,273841.0,8.20,0,0,0,0,20270809
producer_consumer,system,global,2,11,400000,73989355,5406183.1,2703091.5,271.7,69.9,4122.1,25001.6,260148.7,8.20,0,0,0,0,20271809
producer_consumer,system,global,4,1,800000,96589006,8282516.1,2070629.0,354.8,86.6,5924.8,31756.1,413153.2,8.20,0,0,0,0,20261809
producer_consumer,system,global,4,2,800000,123265571,6490052.3,1622513.1,393.3,74.9,4144.9,36319.9,9566610.3,8.20,0,0,0,0,20262809
producer_consumer,system,global,4,3,800000,105816194,7560279.5,1890069.9,373.7,67.7,3369.0,40701.2,3541607.9,8.20,0,0,0,0,20263809
producer_consumer,system,global,4,4,800000,87154559,9179095.3,2294773.8,286.7,67.7,4373.1,27922.5,451817.1,8.20,0,0,0,0,20264809
producer_consumer,system,global,4,5,800000,85708127,9334004.0,2333501.0,305.6,77.7,4053.6,29930.6,1642653.2,8.20,0,0,0,0,20265809
